,AUC,Pos.vs.Neg.,Cutoff-Threshold,Sensitivity,Specificity,Test,p-value
exponential_glrlm_LongRunEmphasis,0.6670121490836707,<,167.0758655314929,0.6347724620770129,0.6323529411764706,mann-whitney U-test,1.8353853590829976e-19
exponential_glrlm_LongRunLowGrayLevelEmphasis,0.6669366463037958,<,167.2874333674202,0.6336056009334889,0.6323529411764706,mann-whitney U-test,1.9050180421780754e-19
square_firstorder_Range,0.6666277712952159,>,350.9650139827568,0.6205882352941177,0.6219369894982497,mann-whitney U-test,2.2181055003770825e-19
square_firstorder_Maximum,0.6665831560161988,>,350.96515946632906,0.6205882352941177,0.6219369894982497,mann-whitney U-test,2.267345251882644e-19
log-sigma-0-6-mm-3D_glszm_ZoneVariance,0.6661713226714256,<,2851.6677777777786,0.6137689614935823,0.6176470588235294,mann-whitney U-test,2.776000209438583e-19
exponential_gldm_LargeDependenceEmphasis,0.6658933351637037,<,70.12522361359571,0.6254375729288215,0.6264705882352941,mann-whitney U-test,3.1815086360008364e-19
wavelet2-LH_glcm_Imc2,0.6655947559887433,>,0.5106579965602597,0.6235294117647059,0.6242707117852975,mann-whitney U-test,3.682350063258558e-19
exponential_glszm_LowGrayLevelZoneEmphasis,0.664340380259455,<,0.5404280045351473,0.6301050175029171,0.6294117647058823,mann-whitney U-test,4.638966289207091e-19
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0.6646887226302423,<,70.02538223810468,0.6231038506417736,0.6205882352941177,mann-whitney U-test,5.72936779124419e-19
exponential_glrlm_GrayLevelNonUniformity,0.664065824696273,<,325.75646353508984,0.6231038506417736,0.6235294117647059,mann-whitney U-test,7.753482106285306e-19
log-sigma-0-6-mm-3D_glszm_LargeAreaEmphasis,0.6640366531676848,<,3550.027777777778,0.6219369894982497,0.6205882352941177,mann-whitney U-test,7.863917574727499e-19
log-sigma-2-mm-3D_glrlm_GrayLevelNonUniformity,0.6638547601070766,<,597.2579510090304,0.6137689614935823,0.6147058823529412,mann-whitney U-test,8.588319849905933e-19
exponential_gldm_DependenceEntropy,0.6638478962179971,>,1.4706202221930371,0.6205882352941177,0.6184364060676779,mann-whitney U-test,8.616909302377183e-19
original_shape_SurfaceVolumeRatio,0.6632953531470932,>,0.1597070730848506,0.611764705882353,0.603267211201867,mann-whitney U-test,1.1254974959380908e-18
square_glcm_Correlation,0.6632318621731073,>,0.7113190932160784,0.6264705882352941,0.6289381563593932,mann-whitney U-test,1.1603539013375378e-18
original_glrlm_GrayLevelNonUniformity,0.6631237559201043,<,416.7809636217758,0.6184364060676779,0.6176470588235294,mann-whitney U-test,1.2226140817390274e-18
exponential_glrlm_LongRunHighGrayLevelEmphasis,0.6628423364678426,<,169.41104827574122,0.632438739789965,0.6323529411764706,mann-whitney U-test,1.4001002515775926e-18
squareroot_glrlm_GrayLevelNonUniformity,0.6623652961768138,<,397.1413196887592,0.603267211201867,0.611764705882353,mann-whitney U-test,1.760856512048525e-18
log-sigma-3-mm-3D_ngtdm_Coarseness,0.6618196169949895,>,0.00296267968569,0.6205882352941177,0.6196032672112018,mann-whitney U-test,2.2869952019836385e-18
exponential_ngtdm_Contrast,0.6610062461390624,>,5.865480846206493e-05,0.6176470588235294,0.6196032672112018,mann-whitney U-test,2.3399100603190276e-18
exponential_glrlm_RunLengthNonUniformityNormalized,0.660553229459812,>,0.0667376723427784,0.6264705882352941,0.6196032672112018,mann-whitney U-test,4.181480465616877e-18
wavelet2-LH_glcm_Correlation,0.6604056558446015,>,0.3909271676945955,0.6235294117647059,0.6196032672112018,mann-whitney U-test,4.484749278010527e-18
logarithm_glrlm_GrayLevelNonUniformity,0.6601757155604365,<,426.3868241015284,0.6079346557759626,0.6058823529411765,mann-whitney U-test,5.0010810165138435e-18
wavelet2-LH_glrlm_GrayLevelNonUniformity,0.6595373738760382,<,642.9782619590707,0.617269544924154,0.6147058823529412,mann-whitney U-test,6.762368352985823e-18
exponential_glszm_SizeZoneNonUniformity,0.6583053057862585,>,4.151515151515151,0.6205882352941177,0.6219369894982497,mann-whitney U-test,7.344156609689707e-18
exponential_firstorder_Entropy,0.6583945363442928,>,0.0895044413946046,0.6264705882352941,0.6254375729288215,mann-whitney U-test,8.125421871222836e-18
log-sigma-3-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.6587651863545885,>,1099.6300647088103,0.6176470588235294,0.6219369894982497,mann-whitney U-test,9.725840337343367e-18
wavelet2-HH_glszm_ZoneVariance,0.658236666895463,<,3996.4616464190167,0.6126021003500584,0.6088235294117648,mann-whitney U-test,1.2460103165594574e-17
exponential_glrlm_LowGrayLevelRunEmphasis,0.657179627977212,<,0.9306464265189408,0.6277712952158693,0.6264705882352941,mann-whitney U-test,1.4401414227671168e-17
wavelet2-LH_glcm_MCC,0.6571075571418765,>,0.451363890711652,0.6441176470588236,0.6429404900816803,mann-whitney U-test,2.1096551864286593e-17
exponential_glrlm_ShortRunLowGrayLevelEmphasis,0.6568089779669161,>,0.0608981733471435,0.6176470588235294,0.6184364060676779,mann-whitney U-test,2.4233658429626224e-17
wavelet-LH_ngtdm_Coarseness,0.6568055460223763,>,0.0013580810783688,0.6088235294117647,0.6102683780630105,mann-whitney U-test,2.4272268861520048e-17
exponential_gldm_GrayLevelNonUniformity,0.6567832383828676,<,4058.000492610837,0.6219369894982497,0.6176470588235294,mann-whitney U-test,2.4524717112213467e-17
exponential_gldm_DependenceNonUniformity,0.6564451918456997,<,2258.306358381503,0.6242707117852976,0.6235294117647059,mann-whitney U-test,2.868299556692016e-17
exponential_glrlm_GrayLevelNonUniformityNormalized,0.6553092182030338,<,0.8425784182229019,0.6266044340723453,0.6264705882352941,mann-whitney U-test,3.4469009415349005e-17
