,val_auc,val_auc,val_auc,val_auc,val_auc,val_f1_binary,val_f1_binary,val_f1_binary,val_f1_binary,val_f1_binary,val_accuracy,val_accuracy,val_accuracy,val_accuracy,val_accuracy,val_balanced_accuracy,val_balanced_accuracy,val_balanced_accuracy,val_balanced_accuracy,val_balanced_accuracy,val_specificity,val_specificity,val_specificity,val_specificity,val_specificity,val_sensitivity,val_sensitivity,val_sensitivity,val_sensitivity,val_sensitivity
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median
model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base-densenet,0.6245028065404417,0.011847083937994277,0.6122960758377425,0.6413963716327652,0.6270861148197597,0.37354884366679586,0.060825208466560074,0.2926829268292683,0.430939226519337,0.3846153846153846,0.6778598153549815,0.0255793154565306,0.6533333333333333,0.7147540983606557,0.6789297658862876,0.579304102734559,0.01722883116537989,0.5596315449256626,0.5966288384512684,0.5806761957119296,0.8071758143308445,0.08011494005105041,0.7268518518518519,0.9049773755656108,0.8084112149532711,0.35143239113827346,0.11445044023765752,0.2142857142857142,0.4642857142857143,0.3529411764705882
base-efficientnet,0.564942633555539,0.032581627106058435,0.5089059923034633,0.5881731197151758,0.5773809523809523,0.23944967394438738,0.036303077781275346,0.2,0.2893081761006289,0.225563909774436,0.6592073955151541,0.028258995246040086,0.6220735785953178,0.6950819672131148,0.6543624161073825,0.5182165545854386,0.00548246343484819,0.5137987012987013,0.5276071967248438,0.5161352391423859,0.8434626482592398,0.05744713382752877,0.7616822429906542,0.9004524886877828,0.8571428571428571,0.19297046091163733,0.05386625375308041,0.1428571428571428,0.2705882352941176,0.1704545454545454
base-resnet,0.5650210988820802,0.030811230658693223,0.5247791424262012,0.6111760124610591,0.5642660802638813,0.2495373079966611,0.1284654023476051,0.1132075471698113,0.4318936877076412,0.192,0.624690695614641,0.10903127354072434,0.43,0.6845637583892618,0.6688963210702341,0.5213513731600592,0.022231878441067048,0.5055194805194805,0.5540720961281709,0.5062946673996702,0.762707839266388,0.2642556143574882,0.2962962962962963,0.9428571428571428,0.8687782805429864,0.27999490705373054,0.28732926267593495,0.0681818181818181,0.7738095238095238,0.1428571428571428
base-vit,0.49638231866173044,0.009525599018541026,0.4794494720965309,0.5024621212121212,0.5,0.26399978184991274,0.24100479506822048,0.0,0.4427083333333333,0.4375,0.45508965631946585,0.23704889406459972,0.28,0.7245901639344262,0.2842809364548495,0.5,0.0,0.5,0.5,0.5,0.4,0.5477225575051661,0.0,1.0,0.0,0.6,0.5477225575051661,0.0,1.0,1.0
config1,0.6347101350646109,0.02458073396307611,0.596482683982684,0.6547080370609782,0.6431074766355139,0.4316546118898746,0.04599053825661828,0.3764705882352941,0.4751381215469613,0.4568527918781725,0.6578667251003424,0.02138018622639078,0.6409395973154363,0.6885245901639344,0.6442953020134228,0.5998289013737063,0.028341919969376846,0.5627705627705628,0.6337804352510235,0.6104497354497355,0.7349417345019325,0.05113146250905117,0.677570093457944,0.794392523364486,0.755656108597285,0.46471606824547995,0.09268166977369093,0.3636363636363636,0.5476190476190477,0.5119047619047619
config2,0.5884717693709585,0.028196442516767402,0.5417262231995602,0.6183522474410326,0.5950764921353157,0.3839960308306971,0.06969690814852839,0.303030303030303,0.4564315352697095,0.3837209302325581,0.6085217464898398,0.04676738620583783,0.56,0.6543624161073825,0.6153846153846154,0.5623472695833883,0.029554015618338626,0.5185541506322155,0.5890631953716066,0.5719941822882999,0.670957589841592,0.13518631008437948,0.5233644859813084,0.8095238095238095,0.7429906542056075,0.45373694932518466,0.18312695853468455,0.2840909090909091,0.6547619047619048,0.3928571428571428
config3,0.5080496217178461,0.017999501354262325,0.5,0.5402481085892301,0.5,0.35360869784798715,0.19787430634376751,0.0,0.4559585492227979,0.4375,0.3706227182624739,0.19439714658885926,0.2754098360655738,0.7181208053691275,0.2842809364548495,0.5,0.0,0.5,0.5,0.5,0.2,0.4472135954999579,0.0,1.0,0.0,0.8,0.4472135954999579,0.0,1.0,1.0
config4,0.5508293543504053,0.02926552704442685,0.5100967957276368,0.5926793794440853,0.5516504329004329,0.28509591189372707,0.06144404768263165,0.2205882352941176,0.3793103448275862,0.2608695652173913,0.6358865591874628,0.03191077343376547,0.5805369127516778,0.6588628762541806,0.6442953020134228,0.5239211799134834,0.024029858725829672,0.5054517133956387,0.564484126984127,0.51890756302521,0.7833032714643491,0.07313657880630159,0.677570093457944,0.8428571428571429,0.8235294117647058,0.26453908836261775,0.094022084529192,0.1704545454545454,0.3928571428571428,0.2142857142857142
