Fold,Repeat,train_auc,train_f1,val_auc,val_mcc,val_kappa,val_f1_binary,val_f1_macro,val_accuracy,val_balanced_accuracy,val_sensitivity,val_specificity,val_ppv,val_npv,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy,Ensemble
1,1,0.7737123557556994,0.5490440268690057,0.7742205482318477,0.31937471740377926,0.2933906993775174,0.4329268292682927,0.6367035518554156,0.751004016064257,0.6257454488386691,0.3287037037037037,0.9227871939736346,0.6339285714285714,0.7716535433070866,"[0.7716535433070866, 0.6339285714285714]","[0.9227871939736346, 0.3287037037037037]","[0.8404802744425386, 0.4329268292682927]","[0.9227871939736346, 0.3287037037037037]",SVM + Logistic Regression + KNN
2,1,0.7984120341308037,0.59582325417316,0.7375193498452013,0.28022545717381764,0.2734886054454585,0.441340782122905,0.6335623771241703,0.7343957503320053,0.6246569800168871,0.37799043062200954,0.8713235294117647,0.5302013422818792,0.7847682119205298,"[0.7847682119205298, 0.5302013422818792]","[0.8713235294117647, 0.37799043062200954]","[0.8257839721254355, 0.441340782122905]","[0.8713235294117647, 0.37799043062200954]",SVM + Logistic Regression + KNN
1,1,0.8164725818557087,0.6625527252790869,0.8171078328799609,0.38824264183366464,0.36759791471728376,0.5043478260869565,0.6777613804064025,0.7710843373493976,0.6618408662900188,0.4027777777777778,0.9209039548022598,0.6744186046511628,0.7912621359223301,"[0.7912621359223301, 0.6744186046511628]","[0.9209039548022598, 0.4027777777777778]","[0.8511749347258486, 0.5043478260869565]","[0.9209039548022598, 0.4027777777777778]",SVM + Logistic Regression + Gradient Boosting
2,1,0.831403594429332,0.6822765553003741,0.7586018857303686,0.34621374137006183,0.34014059017392806,0.4972677595628415,0.6679321253954559,0.7556440903054449,0.6570415845764143,0.4354066985645933,0.8786764705882353,0.5796178343949044,0.802013422818792,"[0.802013422818792, 0.5796178343949044]","[0.8786764705882353, 0.4354066985645933]","[0.8385964912280702, 0.4972677595628415]","[0.8786764705882353, 0.4354066985645933]",SVM + Logistic Regression + Gradient Boosting
1,1,0.8471845975232197,0.7115879289792334,0.7941602148287646,0.2287263833075225,0.1435272045028143,0.21428571428571427,0.5274327122153208,0.7349397590361446,0.5540254237288136,0.125,0.9830508474576272,0.75,0.7341772151898734,"[0.7341772151898734, 0.75]","[0.9830508474576272, 0.125]","[0.8405797101449275, 0.21428571428571427]","[0.9830508474576272, 0.125]",SVM + Random Forest + SVM
2,1,0.8637252679547093,0.736107663881305,0.7471678862932732,0.2100968074122345,0.17132397263682975,0.2867383512544803,0.5622770810877128,0.7357237715803453,0.5681202504925416,0.19138755980861244,0.9448529411764706,0.5714285714285714,0.7525622254758418,"[0.7525622254758418, 0.5714285714285714]","[0.9448529411764706, 0.19138755980861244]","[0.8378158109209454, 0.2867383512544803]","[0.9448529411764706, 0.19138755980861244]",SVM + Random Forest + SVM
1,1,0.8443334271507646,0.7073678796451074,0.7982754411662132,0.3436370650397563,0.3077854913106276,0.4353312302839117,0.6416248334936976,0.7603748326639893,0.629590395480226,0.3194444444444444,0.9397363465160076,0.6831683168316832,0.7724458204334366,"[0.7724458204334366, 0.6831683168316832]","[0.9397363465160076, 0.3194444444444444]","[0.8479184367034834, 0.4353312302839117]","[0.9397363465160076, 0.3194444444444444]",SVM + Random Forest + Logistic Regression
2,1,0.8617824510009068,0.7356053532524122,0.7631930762735717,0.31247332576259484,0.30675882597060644,0.4712328767123288,0.6510415040879786,0.7436918990703851,0.6414033915001407,0.41148325358851673,0.8713235294117647,0.5512820512820513,0.7939698492462312,"[0.7939698492462312, 0.5512820512820513]","[0.8713235294117647, 0.41148325358851673]","[0.8308501314636284, 0.4712328767123288]","[0.8713235294117647, 0.41148325358851673]",SVM + Random Forest + Logistic Regression
1,1,0.8963522610000938,0.8268398268398268,0.7938376229336681,0.19634026468267715,0.12983525280173536,0.21011673151750973,0.5230050108678899,0.7282463186077643,0.5493173258003766,0.125,0.9736346516007532,0.6585365853658537,0.7322946175637394,"[0.7322946175637394, 0.6585365853658537]","[0.9736346516007532, 0.125]","[0.83589329021827, 0.21011673151750973]","[0.9736346516007532, 0.125]",SVM + Random Forest + Random Forest
2,1,0.9038356466950316,0.8387799564270152,0.7431747818744723,0.24106576270145286,0.2024872797152404,0.32167832167832167,0.5813309641178493,0.7423638778220452,0.5815551998311286,0.22009569377990432,0.9430147058823529,0.5974025974025974,0.7588757396449705,"[0.7588757396449705, 0.5974025974025974]","[0.9430147058823529, 0.22009569377990432]","[0.840983606557377, 0.32167832167832167]","[0.9430147058823529, 0.22009569377990432]",SVM + Random Forest + Random Forest
1,1,0.8054314429120931,0.6671176046176046,0.7493373788100718,0.3127384875790146,0.3121731434548234,0.5024154589371981,0.6558373590982287,0.7242302543507363,0.6522284996861268,0.48148148148148145,0.8229755178907722,0.5252525252525253,0.7959927140255009,"[0.7959927140255009, 0.5252525252525253]","[0.8229755178907722, 0.48148148148148145]","[0.8092592592592592, 0.5024154589371981]","[0.8229755178907722, 0.48148148148148145]",SVM + Random Forest + Naive Bayes
2,1,0.8245506963334961,0.6742445770578763,0.7136134956374895,0.308975039781602,0.2984770179756989,0.4540229885057471,0.644973497707105,0.747675962815405,0.6338481564874754,0.37799043062200954,0.8897058823529411,0.5683453237410072,0.7882736156351792,"[0.7882736156351792, 0.5683453237410072]","[0.8897058823529411, 0.37799043062200954]","[0.8359240069084629, 0.4540229885057471]","[0.8897058823529411, 0.37799043062200954]",SVM + Random Forest + Naive Bayes
1,1,0.8533399005535228,0.699199790108881,0.7614999651252006,0.191594759514928,0.13026505033901792,0.2153846153846154,0.5250342850018701,0.7269076305220884,0.5497489014438167,0.12962962962962962,0.9698681732580038,0.6363636363636364,0.732574679943101,"[0.732574679943101, 0.6363636363636364]","[0.9698681732580038, 0.12962962962962962]","[0.8346839546191248, 0.2153846153846154]","[0.9698681732580038, 0.12962962962962962]",SVM + Random Forest + KNN
2,1,0.8703035270047197,0.7346132897603486,0.7253025612158739,0.1841801439607741,0.1602920835075755,0.2972972972972973,0.5626982354255081,0.7237715803452855,0.5657410990712074,0.21052631578947367,0.9209558823529411,0.5057471264367817,0.7522522522522522,"[0.7522522522522522, 0.5057471264367817]","[0.9209558823529411, 0.21052631578947367]","[0.828099173553719, 0.2972972972972973]","[0.9209558823529411, 0.21052631578947367]",SVM + Random Forest + KNN
1,1,0.8961001266535322,0.8127084885189624,0.8044395619725186,0.25044692369002947,0.18762234603222416,0.2857142857142857,0.563004563004563,0.7389558232931727,0.5733286252354048,0.18055555555555555,0.9661016949152542,0.6842105263157895,0.7434782608695653,"[0.7434782608695653, 0.6842105263157895]","[0.9661016949152542, 0.18055555555555555]","[0.8402948402948403, 0.2857142857142857]","[0.9661016949152542, 0.18055555555555555]",SVM + Random Forest + Gradient Boosting
2,1,0.9032950873032481,0.8210665908875626,0.7520493245144948,0.2802906176820837,0.2517783257188221,0.38436482084690554,0.6133667306903419,0.749003984063745,0.6053027371235575,0.2822966507177033,0.9283088235294118,0.6020408163265306,0.7709923664122137,"[0.7709923664122137, 0.6020408163265306]","[0.9283088235294118, 0.2822966507177033]","[0.8423686405337781, 0.38436482084690554]","[0.9283088235294118, 0.2822966507177033]",SVM + Random Forest + Gradient Boosting
1,1,0.720380077868468,0.538731441129623,0.7683877380205063,0.3317703813471395,0.3033378879562757,0.5567010309278351,0.6369031470428649,0.6546184738955824,0.682909604519774,0.75,0.615819209039548,0.4426229508196721,0.8582677165354331,"[0.8582677165354331, 0.4426229508196721]","[0.615819209039548, 0.75]","[0.7171052631578947, 0.5567010309278351]","[0.615819209039548, 0.75]",SVM + Naive Bayes + SVM
2,1,0.7486297110041616,0.5703773268026533,0.732206937799043,0.3024871186248478,0.2748132050680767,0.5305410122164049,0.6211118780267448,0.6427622841965471,0.6687834224598931,0.7272727272727273,0.6102941176470589,0.4175824175824176,0.8534704370179949,"[0.8534704370179949, 0.4175824175824176]","[0.6102941176470589, 0.7272727272727273]","[0.7116827438370846, 0.5305410122164049]","[0.6102941176470589, 0.7272727272727273]",SVM + Naive Bayes + SVM
1,1,0.7175289074960127,0.5345113917954971,0.767079933040385,0.28474517615711914,0.23448646389875527,0.5325264750378215,0.5807890478430404,0.5863453815261044,0.6541117388575015,0.8148148148148148,0.4934086629001883,0.3955056179775281,0.8675496688741722,"[0.8675496688741722, 0.3955056179775281]","[0.4934086629001883, 0.8148148148148148]","[0.6290516206482593, 0.5325264750378215]","[0.4934086629001883, 0.8148148148148148]",SVM + Naive Bayes + Logistic Regression
2,1,0.7466868940503592,0.5698750161737604,0.7442830002814522,0.2637124241452992,0.22280605337586956,0.5111111111111111,0.5797564687975647,0.5909694555112882,0.6461968758795384,0.7703349282296651,0.5220588235294118,0.3824228028503563,0.8554216867469879,"[0.8554216867469879, 0.3824228028503563]","[0.5220588235294118, 0.7703349282296651]","[0.6484018264840182, 0.5111111111111111]","[0.5220588235294118, 0.7703349282296651]",SVM + Naive Bayes + Logistic Regression
1,1,0.7695477413453419,0.6539833389902165,0.7725204017576899,0.3315614826476261,0.30081012167963084,0.5568760611205433,0.6342391355326473,0.6506024096385542,0.6828311362209667,0.7592592592592593,0.6064030131826742,0.43967828418230565,0.8609625668449198,"[0.8609625668449198, 0.43967828418230565]","[0.6064030131826742, 0.7592592592592593]","[0.7116022099447514, 0.5568760611205433]","[0.6064030131826742, 0.7592592592592593]",SVM + Naive Bayes + Random Forest
2,1,0.788740089744484,0.6730496193483635,0.7326115254714326,0.2872766961214815,0.2604120905613475,0.5217391304347826,0.6131789100079391,0.6347941567065073,0.6603222628764425,0.7177033492822966,0.6029411764705882,0.4098360655737705,0.8475452196382429,"[0.8475452196382429, 0.4098360655737705]","[0.6029411764705882, 0.7177033492822966]","[0.7046186895810956, 0.5217391304347826]","[0.6029411764705882, 0.7177033492822966]",SVM + Naive Bayes + Random Forest
1,1,0.6786269232573412,0.4942611167679944,0.7258753574666945,0.2973197202460764,0.29115831778383805,0.524,0.642281690140845,0.6813922356091031,0.6591729441305713,0.6064814814814815,0.711864406779661,0.4612676056338028,0.816414686825054,"[0.816414686825054, 0.4612676056338028]","[0.711864406779661, 0.6064814814814815]","[0.7605633802816901, 0.524]","[0.711864406779661, 0.6064814814814815]",SVM + Naive Bayes + Naive Bayes
2,1,0.7094551393829485,0.5085142399792246,0.6961898395721925,0.2804535472588269,0.27751021497072415,0.4562334217506631,0.6373284026379533,0.7277556440903055,0.6303739797354349,0.41148325358851673,0.8492647058823529,0.5119047619047619,0.7897435897435897,"[0.7897435897435897, 0.5119047619047619]","[0.8492647058823529, 0.41148325358851673]","[0.8184233835252436, 0.4562334217506631]","[0.8492647058823529, 0.41148325358851673]",SVM + Naive Bayes + Naive Bayes
1,1,0.7265353808987709,0.5263433022592707,0.7272965055450931,0.31005441287486896,0.2915518516029303,0.5415162454873647,0.6356517397649589,0.6599732262382865,0.6701977401129944,0.6944444444444444,0.6459510357815442,0.4437869822485207,0.8386308068459658,"[0.8386308068459658, 0.4437869822485207]","[0.6459510357815442, 0.6944444444444444]","[0.7297872340425532, 0.5415162454873647]","[0.6459510357815442, 0.6944444444444444]",SVM + Naive Bayes + KNN
2,1,0.7552079700541722,0.5688829526816969,0.7098490712074303,0.29355432069723564,0.2758049966077938,0.5222222222222223,0.6275707384403038,0.6573705179282868,0.662688221221503,0.6746411483253588,0.6507352941176471,0.4259818731117825,0.8388625592417062,"[0.8388625592417062, 0.4259818731117825]","[0.6507352941176471, 0.6746411483253588]","[0.7329192546583851, 0.5222222222222223]","[0.6507352941176471, 0.6746411483253588]",SVM + Naive Bayes + KNN
1,1,0.7692956069987803,0.639852000669352,0.7698001673990376,0.3951491739390164,0.3825531616253772,0.5907335907335908,0.6867602379897462,0.7161981258366801,0.7138653483992468,0.7083333333333334,0.71939736346516,0.5066225165562914,0.8584269662921349,"[0.8584269662921349, 0.5066225165562914]","[0.71939736346516, 0.7083333333333334]","[0.7827868852459017, 0.5907335907335908]","[0.71939736346516, 0.7083333333333334]",SVM + Naive Bayes + Gradient Boosting
2,1,0.7881995303527005,0.655336253808911,0.7336054038840416,0.3202591043216076,0.30488875044161723,0.5371428571428571,0.6447182175622543,0.6772908366533864,0.6764749859273853,0.6746411483253588,0.6783088235294118,0.4462025316455696,0.8443935926773455,"[0.8443935926773455, 0.4462025316455696]","[0.6783088235294118, 0.6746411483253588]","[0.7522935779816514, 0.5371428571428571]","[0.6783088235294118, 0.6746411483253588]",SVM + Naive Bayes + Gradient Boosting
1,1,0.7952742400788066,0.5570689785419155,0.768692892515868,0.22323041574821398,0.15310465056657951,0.23754789272030652,0.5380764605531785,0.7336010709504686,0.5585765850596359,0.14351851851851852,0.9736346516007532,0.6888888888888889,0.7364672364672364,"[0.7364672364672364, 0.6888888888888889]","[0.9736346516007532, 0.14351851851851852]","[0.8386050283860503, 0.23754789272030652]","[0.9736346516007532, 0.14351851851851852]",SVM + KNN + SVM
2,1,0.8121701425216804,0.5882815769247832,0.7317056009006473,0.22511989734510218,0.19834772332882644,0.3333333333333333,0.5837479270315091,0.7343957503320053,0.581933401350971,0.23923444976076555,0.9246323529411765,0.5494505494505495,0.7598187311178247,"[0.7598187311178247, 0.5494505494505495]","[0.9246323529411765, 0.23923444976076555]","[0.8341625207296849, 0.3333333333333333]","[0.9246323529411765, 0.23923444976076555]",SVM + KNN + SVM
1,1,0.7924230697063516,0.5528489292077895,0.776993094789705,0.29246807075192705,0.27030474194870857,0.4169184290030212,0.6254841500131185,0.7416331994645248,0.6164077212806026,0.3194444444444444,0.9133709981167608,0.6,0.7674050632911392,"[0.7674050632911392, 0.6]","[0.9133709981167608, 0.3194444444444444]","[0.8340498710232158, 0.4169184290030212]","[0.9133709981167608, 0.3194444444444444]",SVM + KNN + Logistic Regression
2,1,0.8102273255678779,0.5877792662958904,0.7512401491697157,0.29599375960798946,0.29012236381821044,0.4573002754820937,0.6424734098320355,0.7383798140770252,0.633307240360259,0.39712918660287083,0.8694852941176471,0.538961038961039,0.7896494156928213,"[0.7896494156928213, 0.538961038961039]","[0.8694852941176471, 0.39712918660287083]","[0.8276465441819773, 0.4573002754820937]","[0.8694852941176471, 0.39712918660287083]",SVM + KNN + Logistic Regression
1,1,0.8444419035556807,0.6723208764025091,0.7706022877868455,0.2182011338563936,0.15340677274581804,0.24242424242424243,0.5399113082039911,0.7322623828647925,0.5590081607030759,0.14814814814814814,0.9698681732580038,0.6666666666666666,0.7367668097281831,"[0.7367668097281831, 0.6666666666666666]","[0.9698681732580038, 0.14814814814814814]","[0.8373983739837398, 0.24242424242424243]","[0.9698681732580038, 0.14814814814814814]",SVM + KNN + Random Forest
2,1,0.8522805212620027,0.6909538694704936,0.7319430762735716,0.2268633484089119,0.19806590066200358,0.32996632996632996,0.5826837439740665,0.7357237715803453,0.581379292147481,0.23444976076555024,0.9283088235294118,0.5568181818181818,0.7593984962406015,"[0.7593984962406015, 0.5568181818181818]","[0.9283088235294118, 0.23444976076555024]","[0.8354011579818031, 0.32996632996632996]","[0.9283088235294118, 0.23444976076555024]",SVM + KNN + Random Forest
1,1,0.7535210854676798,0.5125986541802868,0.7391975308641976,0.3163672599337864,0.31602528202256186,0.507177033492823,0.6578636096832144,0.7242302543507363,0.6549748901443817,0.49074074074074076,0.8192090395480226,0.5247524752475248,0.7981651376146789,"[0.7981651376146789, 0.5247524752475248]","[0.8192090395480226, 0.49074074074074076]","[0.8085501858736059, 0.507177033492823]","[0.8192090395480226, 0.49074074074074076]",SVM + KNN + Naive Bayes
2,1,0.7729955709004672,0.5264184901013546,0.7085385589642554,0.2975419757885402,0.2842027203909878,0.4365781710914454,0.6364553237633748,0.7463479415670651,0.6255629045876724,0.35406698564593303,0.8970588235294118,0.5692307692307692,0.78330658105939,"[0.78330658105939, 0.5692307692307692]","[0.8970588235294118, 0.35406698564593303]","[0.8363324764353042, 0.4365781710914454]","[0.8970588235294118, 0.35406698564593303]",SVM + KNN + Naive Bayes
1,1,0.8014295431091097,0.5446808396715632,0.7388313454697636,0.21348547920281052,0.16287197922907937,0.26811594202898553,0.5511351467123581,0.7295850066934404,0.5639908976773383,0.1712962962962963,0.9566854990583804,0.6166666666666667,0.7394468704512372,"[0.7394468704512372, 0.6166666666666667]","[0.9566854990583804, 0.1712962962962963]","[0.8341543513957307, 0.26811594202898553]","[0.9566854990583804, 0.1712962962962963]",SVM + KNN + KNN
2,1,0.8187484015716908,0.5867872028038269,0.7130242048972699,0.1909780931570886,0.16924447839093626,0.31125827814569534,0.5692504015313194,0.7237715803452855,0.5701607796228539,0.22488038277511962,0.9154411764705882,0.5053763440860215,0.7545454545454545,"[0.7545454545454545, 0.5053763440860215]","[0.9154411764705882, 0.22488038277511962]","[0.8272425249169435, 0.31125827814569534]","[0.9154411764705882, 0.22488038277511962]",SVM + KNN + KNN
1,1,0.844189769209119,0.6581895380816446,0.7838372741856734,0.2673356248307907,0.20152319871730628,0.29927007299270075,0.5709465119061864,0.7429718875502008,0.5788998744507219,0.18981481481481483,0.967984934086629,0.7068965517241379,0.7460087082728593,"[0.7460087082728593, 0.7068965517241379]","[0.967984934086629, 0.18981481481481483]","[0.8426229508196721, 0.29927007299270075]","[0.967984934086629, 0.18981481481481483]",SVM + KNN + Gradient Boosting
2,1,0.8517399618702193,0.6732405039310411,0.7409319589079651,0.23621902964395278,0.21218987734415662,0.3517915309446254,0.5929099439543811,0.7357237715803453,0.5887454264002252,0.2583732057416268,0.9191176470588235,0.5510204081632653,0.7633587786259542,"[0.7633587786259542, 0.5510204081632653]","[0.9191176470588235, 0.2583732057416268]","[0.8340283569641368, 0.3517915309446254]","[0.9191176470588235, 0.2583732057416268]",SVM + KNN + Gradient Boosting
1,1,0.8460881062951495,0.6763145603725315,0.7884145916160983,0.22226905063122482,0.14698135619480457,0.22568093385214008,0.5324039269099019,0.7336010709504686,0.5558301946013811,0.13425925925925927,0.9774011299435028,0.7073170731707317,0.7351274787535411,"[0.7351274787535411, 0.7073170731707317]","[0.9774011299435028, 0.13425925925925927]","[0.8391269199676638, 0.22568093385214008]","[0.9774011299435028, 0.13425925925925927]",SVM + Gradient Boosting + SVM
2,1,0.8626296180046964,0.7085387415755405,0.7469040247678017,0.24265313305159897,0.20539376203479076,0.3263888888888889,0.5835556923918993,0.7423638778220452,0.5830284266816774,0.22488038277511962,0.9411764705882353,0.5949367088607594,0.7596439169139466,"[0.7596439169139466, 0.5949367088607594]","[0.9411764705882353, 0.22488038277511962]","[0.8407224958949097, 0.3263888888888889]","[0.9411764705882353, 0.22488038277511962]",SVM + Gradient Boosting + SVM
