split,epoch,train_loss,train_auc,train_f1,val_loss,val_auc,val_mcc,val_kappa,val_f1_binary,val_f1_macro,val_accuracy,val_sensitivity,val_specificity,val_ppv,val_npv,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
1,1,0.6682396569351355,0.50645741655543,0.07462686567164178,0.6666690373420715,0.5669918430335097,0.11294033932194887,0.09663012586276909,0.23931623931623933,0.5275256144821362,0.7033333333333334,0.16666666666666666,0.9120370370370371,0.42424242424242425,0.7378277153558053,0.5393518518518519,"[0.7378277153558053, 0.42424242424242425]","[0.9120370370370371, 0.16666666666666666]","[0.8157349896480331, 0.23931623931623933]","[0.9120370370370371, 0.16666666666666666]"
1,2,0.6514309756457806,0.5736466395146781,0.038781163434903045,0.6646696696678798,0.5618661816578483,-0.04721099341554443,-0.02204869085898009,0.02197802197802198,0.423562684859345,0.7033333333333334,0.011904761904761904,0.9722222222222222,0.14285714285714285,0.7167235494880546,0.49206349206349204,"[0.7167235494880546, 0.14285714285714285]","[0.9722222222222222, 0.011904761904761904]","[0.825147347740668, 0.02197802197802198]","[0.9722222222222222, 0.011904761904761904]"
1,3,0.6351312269767125,0.6443726764054226,0.15196078431372548,0.6502119756738345,0.626846340388007,0.11927746312500484,0.11157814291173107,0.2900763358778626,0.5458910464037501,0.69,0.2261904761904762,0.8703703703703703,0.40425531914893614,0.7430830039525692,0.5482804232804233,"[0.7430830039525692, 0.40425531914893614]","[0.8703703703703703, 0.2261904761904762]","[0.8017057569296375, 0.2900763358778626]","[0.8703703703703703, 0.2261904761904762]"
1,4,0.6196758665641149,0.6884087409830021,0.24836601307189543,0.6887117537856102,0.5295690035273368,0.10061355672604005,0.10059960026648895,0.3493975903614458,0.5502748320470823,0.64,0.34523809523809523,0.7546296296296297,0.35365853658536583,0.7477064220183486,0.5499338624338624,"[0.7477064220183486, 0.35365853658536583]","[0.7546296296296297, 0.34523809523809523]","[0.7511520737327189, 0.3493975903614458]","[0.7546296296296297, 0.34523809523809523]"
1,5,0.5918608545760313,0.7340749490473475,0.41132075471698115,0.7620143156995376,0.5912973985890653,0.0732101061700769,0.0461401952085182,0.12244897959183673,0.4755671192779901,0.7133333333333334,0.07142857142857142,0.9629629629629629,0.42857142857142855,0.7272727272727273,0.5171957671957672,"[0.7272727272727273, 0.42857142857142855]","[0.9629629629629629, 0.07142857142857142]","[0.8286852589641435, 0.12244897959183673]","[0.9629629629629629, 0.07142857142857142]"
1,6,0.550974175396065,0.7798435745035317,0.5172413793103449,0.8155556457738081,0.5120976631393298,0.010104622739841,0.009229098805646152,0.35964912280701755,0.48358800226372384,0.5133333333333333,0.4880952380952381,0.5231481481481481,0.2847222222222222,0.7243589743589743,0.5056216931216931,"[0.7243589743589743, 0.2847222222222222]","[0.5231481481481481, 0.4880952380952381]","[0.6075268817204301, 0.35964912280701755]","[0.5231481481481481, 0.4880952380952381]"
1,7,0.4748280225725224,0.8412632843891997,0.6371951219512195,0.9017622821529706,0.5629133597883598,0.028584830852787065,0.024799793335055553,0.3836734693877551,0.4791606783558494,0.49666666666666665,0.5595238095238095,0.4722222222222222,0.2919254658385093,0.7338129496402878,0.5158730158730158,"[0.7338129496402878, 0.2919254658385093]","[0.4722222222222222, 0.5595238095238095]","[0.5746478873239437, 0.3836734693877551]","[0.4722222222222222, 0.5595238095238095]"
1,8,0.4373316486738622,0.861528272321017,0.6893353941267388,0.9162619979182879,0.550622795414462,0.04870201969428266,0.04386199518587863,0.38626609442060084,0.49831015892692165,0.5233333333333333,0.5357142857142857,0.5185185185185185,0.30201342281879195,0.7417218543046358,0.5271164021164021,"[0.7417218543046358, 0.30201342281879195]","[0.5185185185185185, 0.5357142857142857]","[0.6103542234332425, 0.38626609442060084]","[0.5185185185185185, 0.5357142857142857]"
1,9,0.3882060923210035,0.8904611855154496,0.7288888888888889,0.9189574763675531,0.5474261463844797,0.008864495840152364,0.008810572687224738,0.3076923076923077,0.5031284504968716,0.58,0.3333333333333333,0.6759259259259259,0.2857142857142857,0.7227722772277227,0.5046296296296297,"[0.7227722772277227, 0.2857142857142857]","[0.6759259259259259, 0.3333333333333333]","[0.6985645933014354, 0.3076923076923077]","[0.6759259259259259, 0.3333333333333333]"
1,10,0.41366977645705144,0.8613405071026462,0.6967340590979783,0.9413288186645756,0.5736055996472663,0.12611869814016274,0.11898446381205008,0.3007518796992481,0.5508042053742493,0.69,0.23809523809523808,0.8657407407407407,0.40816326530612246,0.7450199203187251,0.5519179894179894,"[0.7450199203187251, 0.40816326530612246]","[0.8657407407407407, 0.23809523809523808]","[0.8008565310492506, 0.3007518796992481]","[0.8657407407407407, 0.23809523809523808]"
