split,epoch,train_loss,train_auc,train_f1,val_loss,val_auc,val_mcc,val_kappa,val_f1_binary,val_f1_macro,val_accuracy,val_sensitivity,val_specificity,val_ppv,val_npv,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
4,1,1.5608965321903407,0.4738027704711999,0.3490073145245559,0.6775113605206309,0.4609459168282698,0.0,0.0,0.0,0.42015209125475284,0.7245901639344262,0.0,1.0,0.0,0.7245901639344262,0.5,"[0.7245901639344262, 0.0]","[1.0, 0.0]","[0.8403041825095057, 0.0]","[1.0, 0.0]"
4,2,1.3932912060560698,0.5006593089617944,0.3402187120291616,138.24763144694825,0.4614307261366085,-0.05265416233599665,-0.04724987582870832,0.32340425531914896,0.44970212765957446,0.4786885245901639,0.4523809523809524,0.48868778280542985,0.25165562913907286,0.7012987012987013,0.4705343675931911,"[0.7012987012987013, 0.25165562913907286]","[0.48868778280542985, 0.4523809523809524]","[0.576, 0.32340425531914896]","[0.48868778280542985, 0.4523809523809524]"
4,3,1.3874523027143582,0.502108415117405,0.33753148614609574,67.62839956169879,0.5230553759965525,0.05827071883727193,0.05288600057623982,0.224,0.512,0.6819672131147541,0.16666666666666666,0.8778280542986425,0.34146341463414637,0.7348484848484849,0.5222473604826546,"[0.7348484848484849, 0.34146341463414637]","[0.8778280542986425, 0.16666666666666666]","[0.8, 0.224]","[0.8778280542986425, 0.16666666666666666]"
4,4,1.2804928332186432,0.5078121244170953,0.32020997375328086,104.71687175315466,0.5409933204050851,0.051816205443479146,0.04730031236055332,0.2222222222222222,0.5098714416896235,0.6786885245901639,0.16666666666666666,0.8733031674208145,0.3333333333333333,0.7338403041825095,0.5199849170437406,"[0.7338403041825095, 0.3333333333333333]","[0.8733031674208145, 0.16666666666666666]","[0.7975206611570248, 0.2222222222222222]","[0.8733031674208145, 0.16666666666666666]"
4,5,1.3035917515869573,0.52380036674061,0.3404255319148936,145.41871065945284,0.5338289161818573,0.07738774309656452,0.06740095347690278,0.2184873949579832,0.5145390131612726,0.6950819672131148,0.15476190476190477,0.9004524886877828,0.37142857142857144,0.737037037037037,0.5276071967248438,"[0.737037037037037, 0.37142857142857144]","[0.9004524886877828, 0.15476190476190477]","[0.8105906313645621, 0.2184873949579832]","[0.9004524886877828, 0.15476190476190477]"
4,6,1.2913160015017893,0.5100029531547248,0.32765399737876805,124.04362952785895,0.5038246067657832,-0.011558391562211652,-0.01107022292509341,0.20437956204379562,0.48696779370688725,0.6426229508196721,0.16666666666666666,0.8235294117647058,0.2641509433962264,0.7222222222222222,0.49509803921568624,"[0.7222222222222222, 0.2641509433962264]","[0.8235294117647058, 0.16666666666666666]","[0.7695560253699789, 0.20437956204379562]","[0.8235294117647058, 0.16666666666666666]"
4,7,1.3229854291945036,0.4894716600163453,0.29571984435797666,124.59680933103013,0.5140594699418228,0.014221073044602456,0.014221073044602517,0.2857142857142857,0.5071105365223012,0.6065573770491803,0.2857142857142857,0.7285067873303167,0.2857142857142857,0.7285067873303167,0.5071105365223012,"[0.7285067873303167, 0.2857142857142857]","[0.7285067873303167, 0.2857142857142857]","[0.7285067873303167, 0.2857142857142857]","[0.7285067873303167, 0.2857142857142857]"
4,8,1.3228260588806502,0.49523374563036116,0.32275132275132273,76.46530212599592,0.5527364792070675,0.09457944245251126,0.09398251619656539,0.3225806451612903,0.5459057071960298,0.6557377049180327,0.2976190476190476,0.7918552036199095,0.352112676056338,0.7478632478632479,0.5447371256194785,"[0.7478632478632479, 0.352112676056338]","[0.7918552036199095, 0.2976190476190476]","[0.7692307692307693, 0.3225806451612903]","[0.7918552036199095, 0.2976190476190476]"
4,9,1.3247524178477883,0.47792688538325767,0.2996057818659658,50.77875547149352,0.5863499245852187,0.07005254256332696,0.06612439303497986,0.2556390977443609,0.52404596396652,0.6754098360655738,0.20238095238095238,0.8552036199095022,0.3469387755102041,0.73828125,0.5287922861452273,"[0.73828125, 0.3469387755102041]","[0.8552036199095022, 0.20238095238095238]","[0.7924528301886793, 0.2556390977443609]","[0.8552036199095022, 0.20238095238095238]"
4,10,1.2261829575096228,0.5308948058815854,0.35459183673469385,54.44692436293425,0.5474035768153416,0.04940331383606015,0.04938863581874853,0.3157894736842105,0.5246373336530392,0.6163934426229508,0.32142857142857145,0.7285067873303167,0.3103448275862069,0.7385321100917431,0.5249676793794441,"[0.7385321100917431, 0.3103448275862069]","[0.7285067873303167, 0.32142857142857145]","[0.7334851936218679, 0.3157894736842105]","[0.7285067873303167, 0.32142857142857145]"
